integration_radius_cm,enclosed_count,enclosed_fraction,target_containment_fraction
0.0,0,0.0,0.0
0.025188070554884257,24,0.0010005836738097224,0.001
0.032463664269367566,48,0.002001167347619445,0.002
0.038718430543575634,72,0.003001751021429167,0.003
0.045049020371054994,96,0.00400233469523889,0.004
0.050962868120275645,120,0.005002918369048611,0.005
0.054801775457247466,144,0.006003502042858334,0.006
0.059276938415543344,168,0.007004085716668057,0.007
0.06260648961625336,192,0.00800466939047778,0.008
0.06654275261847849,216,0.0090052530642875,0.009
0.0700858524501924,240,0.010005836738097223,0.01
0.07316304537669474,264,0.011006420411906945,0.011
0.07652317059585738,288,0.012007004085716668,0.012
0.07888989232511742,312,0.01300758775952639,0.013
0.08143611760955394,336,0.014008171433336113,0.014
0.08329688750553786,360,0.015008755107145834,0.015
0.08575651273294,384,0.01600933878095556,0.016
0.08807436578180257,408,0.01700992245476528,0.017
0.09016015646417837,432,0.018010506128575,0.018
0.09355218605928872,456,0.019011089802384723,0.019
0.09577317810786072,480,0.020011673476194446,0.02
0.09835644617943679,504,0.02101225715000417,0.021
0.10039959145534273,528,0.02201284082381389,0.022
0.10283486586696132,552,0.023013424497623614,0.023
0.10552544587884222,576,0.024014008171433336,0.024
0.10753840671262292,600,0.02501459184524306,0.025
0.10920709535281037,624,0.02601517551905278,0.026
0.11129890734132478,648,0.027015759192862504,0.027
0.11296008629700417,672,0.028016342866672227,0.028
0.11473653268124323,696,0.02901692654048195,0.029
0.11663587201683633,720,0.03001751021429167,0.03
0.119236804355743,744,0.03101809388810139,0.031
0.12103254906311185,768,0.03201867756191112,0.032
0.12358603288118401,792,0.03301926123572084,0.033
0.1251730789796521,816,0.03401984490953056,0.034
0.1272304375587644,840,0.035020428583340285,0.035
0.12897305497642253,864,0.03602101225715,0.036
0.13089157016369996,888,0.03702159593095972,0.037
0.13333055265984425,912,0.038022179604769446,0.038
0.13543451667540163,936,0.03902276327857917,0.039
0.13687502232243237,960,0.04002334695238889,0.04
0.1385946396257737,984,0.041023930626198614,0.041
0.14066916060277118,1008,0.04202451430000834,0.042
0.1427398588569989,1032,0.04302509797381806,0.043
0.14463331380462363,1056,0.04402568164762778,0.044
0.1457043620042526,1080,0.045026265321437504,0.045
0.1470523885167645,1104,0.04602684899524723,0.046
0.1488150138666321,1128,0.04702743266905695,0.047
0.1502589393178102,1152,0.04802801634286667,0.048
0.15151447329556017,1176,0.049028600016676395,0.049
0.15265812661040665,1200,0.05002918369048612,0.05
0.15372139352977926,1224,0.05102976736429584,0.051
0.15572708864656312,1248,0.05203035103810556,0.052
0.1571869088450731,1272,0.053030934711915285,0.053
0.1584573649499538,1296,0.05403151838572501,0.054
0.1597029716878617,1320,0.05503210205953473,0.055
0.16089105798511172,1344,0.05603268573334445,0.056
0.16249317475921599,1368,0.057033269407154176,0.057
0.1643713518444836,1392,0.0580338530809639,0.058
0.16693138015784006,1416,0.05903443675477362,0.059
0.16864611726856088,1440,0.06003502042858334,0.06
0.16974498033459082,1464,0.06103560410239306,0.061
0.17105812026438186,1488,0.06203618777620278,0.062
0.17274924048981,1512,0.0630367714500125,0.063
0.17456185871935745,1536,0.06403735512382223,0.064
0.1757049720666978,1560,0.06503793879763195,0.065
0.177663817152068,1584,0.06603852247144168,0.066
0.17885177181375,1608,0.0670391061452514,0.067
0.18050249035452284,1632,0.06803968981906112,0.068
0.18196355330123942,1656,0.06904027349287084,0.069
0.1830476587564651,1680,0.07004085716668057,0.07
0.18437400476397492,1704,0.07104144084049029,0.071
0.18572272884623747,1727,0.07200033352789127,0.072
0.18704424927124957,1751,0.07300091720170099,0.073
0.18809823562453598,1775,0.07400150087551072,0.074
0.1894093137766425,1799,0.07500208454932043,0.075
0.19068138555424163,1823,0.07600266822313016,0.076
0.19209256393921378,1847,0.07700325189693988,0.077
0.1931248305151741,1871,0.07800383557074961,0.078
0.19467259037058804,1895,0.07900441924455932,0.079
0.19604183453267796,1919,0.08000500291836905,0.08
0.19712463843310485,1943,0.08100558659217877,0.081
0.19884241590842652,1967,0.0820061702659885,0.082
0.20004123265391602,1991,0.08300675393979821,0.083
0.20158596455457567,2015,0.08400733761360794,0.084
0.20339918157949824,2039,0.08500792128741766,0.085
0.20432975612387552,2063,0.08600850496122739,0.086
0.2051455775099822,2087,0.0870090886350371,0.087
0.20612779628502623,2111,0.08800967230884683,0.088
0.20726945332123564,2135,0.08901025598265655,0.089
0.20814892850675362,2159,0.09001083965646627,0.09
0.2090955171833735,2183,0.091011423330276,0.091
0.2107541424023152,2207,0.09201200700408571,0.092
0.21230716849131503,2231,0.09301259067789544,0.093
0.21334147500188086,2255,0.09401317435170516,0.094
0.21457163332592122,2279,0.09501375802551489,0.095
0.21550977028792936,2303,0.0960143416993246,0.096
0.2169742881270735,2327,0.09701492537313433,0.097
0.21813864433621796,2351,0.09801550904694405,0.098
0.21937341559833257,2375,0.09901609272075378,0.099
0.22069742751835572,2399,0.10001667639456349,0.1
0.22177951176034846,2423,0.10101726006837322,0.101
0.2226827308503024,2447,0.10201784374218294,0.102
0.2238546996552582,2471,0.10301842741599267,0.103
0.22492044204447648,2495,0.10401901108980238,0.104
0.22596232562739055,2519,0.10501959476361211,0.105
0.22702674728339106,2543,0.10602017843742183,0.106
0.22802758024314126,2567,0.10702076211123156,0.107
0.2293569830720285,2591,0.10802134578504127,0.108
0.23044037904902862,2615,0.109021929458851,0.109
0.23146906122654592,2639,0.11002251313266072,0.11
0.23213830111109507,2663,0.11102309680647045,0.111
0.23346958001714765,2687,0.11202368048028016,0.112
