integration_radius_cm,enclosed_count,enclosed_fraction,target_containment_fraction
0.342283593844711,2967,0.1080166011358672,0.108
0.34360594218037666,2995,0.10903596912771225,0.109
0.34565904496432837,3022,0.11001893111984855,0.11
0.3476849979378162,3049,0.11100189311198486,0.111
0.34943801944814523,3077,0.11202126110382991,0.112
0.3506606692289143,3104,0.11300422309596622,0.113
0.35286290369157514,3132,0.11402359108781127,0.114
0.3548090160787514,3159,0.11500655307994757,0.115
0.3568189866441868,3187,0.11602592107179263,0.116
0.35856491919897887,3214,0.11700888306392894,0.117
0.3599874947397491,3242,0.118028251055774,0.118
0.36158120939790334,3269,0.11901121304791029,0.119
0.36333094300657987,3297,0.12003058103975535,0.12
0.36456170150810485,3324,0.12101354303189166,0.121
0.36589683449625965,3352,0.12203291102373671,0.122
0.3672715167248455,3379,0.12301587301587301,0.123
0.36891995176828973,3407,0.12403524100771807,0.124
0.37049379714709,3434,0.1250182029998544,0.125
0.3717541026232684,3461,0.12600116499199068,0.126
0.3731344083711514,3489,0.12702053298383573,0.127
0.37492352417046143,3516,0.12800349497597205,0.128
0.37666732220527155,3544,0.1290228629678171,0.129
0.3784016364492135,3571,0.1300058249599534,0.13
0.3800207386178556,3599,0.13102519295179846,0.131
0.3813637275763468,3626,0.13200815494393475,0.132
0.3833710956728069,3654,0.13302752293577982,0.133
0.38490625316552773,3681,0.13401048492791612,0.134
0.3867306552898601,3709,0.1350298529197612,0.135
0.38886434569785516,3736,0.13601281491189748,0.136
0.39037004597144415,3764,0.13703218290374253,0.137
0.39224572109778055,3791,0.13801514489587885,0.138
0.39394573388654036,3819,0.1390345128877239,0.139
0.39531119488457106,3846,0.1400174748798602,0.14
0.3967967912451399,3873,0.1410004368719965,0.141
0.3986414072994039,3901,0.14201980486384155,0.142
0.400467254113604,3928,0.14300276685597788,0.143
0.4013238710335164,3956,0.14402213484782292,0.144
0.40252807454474354,3983,0.1450050968399592,0.145
0.404656058694543,4011,0.14602446483180428,0.146
0.40630022664738835,4038,0.14700742682394058,0.147
0.4075080535638188,4066,0.14802679481578565,0.148
0.4092567469236973,4093,0.14900975680792194,0.149
0.41060548292079657,4121,0.150029124799767,0.15
0.4116876108573581,4148,0.1510120867919033,0.151
0.413811961535805,4176,0.15203145478374835,0.152
0.41505156837126356,4203,0.15301441677588468,0.153
0.4169381190950244,4231,0.15403378476772972,0.154
0.41827078971388465,4258,0.15501674675986601,0.155
0.41992354322587166,4286,0.15603611475171109,0.156
0.4212236225764018,4313,0.15701907674384738,0.157
0.4227692013219714,4340,0.1580020387359837,0.158
0.42489967082004976,4368,0.15902140672782875,0.159
0.42672130021112203,4395,0.16000436871996504,0.16
0.42816177873595945,4423,0.1610237367118101,0.161
0.42944795262722707,4450,0.1620066987039464,0.162
0.43105928315436276,4478,0.16302606669579148,0.163
0.4323684608476543,4505,0.16400902868792777,0.164
0.4336211497169615,4533,0.16502839667977282,0.165
0.43509958371228524,4560,0.16601135867190914,0.166
0.4373305196223726,4588,0.16703072666375418,0.167
0.4389623926502081,4615,0.1680136886558905,0.168
0.4405986907199699,4643,0.16903305664773555,0.169
0.44209034121410695,4670,0.17001601863987184,0.17
0.44434498409887535,4698,0.1710353866317169,0.171
0.4456028094478484,4725,0.1720183486238532,0.172
0.44706801637188875,4752,0.17300131061598953,0.173
0.448689003982903,4780,0.17402067860783457,0.174
0.4503073888836049,4807,0.17500364059997087,0.175
0.45207573688905456,4835,0.17602300859181594,0.176
0.45312973057216294,4862,0.17700597058395223,0.177
0.45493483190631434,4890,0.1780253385757973,0.178
